genename,Test_Os1,Test_Os2,Test_Os3,Test_Ch1,Test_Ch2,Test_Ch3,Test_Ad1,Test_Ad2,Test_Ad3,Test_MSC1,Test_MSC2,Test_MSC3
AC004160.2,0,0,0,0,0,0,0,0,0,0,0,4
AC004217.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004217.2,0,0,0,0,0,0,0,0,0,0,2,0
AC004221.1,0,0,0,0,0,0,1,0,0,0,0,0
AC004223.1,0,0,0,0,3,0,0,0,0,0,2,0
AC004223.2,0,0,0,4,0,0,0,0,1,0,1,0
AC004223.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004223.4,0,0,0,0,0,0,0,0,2,0,3,1
AC004224.1,0,0,0,2,0,0,0,0,0,0,0,0
AC004224.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004231.1,0,0,0,0,0,0,0,0,1,0,2,1
AC004231.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004232.2,0,0,0,0,0,3,0,0,1,0,0,0
AC004233.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004233.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004233.3,2,0,0,0,5,0,0,0,0,0,0,0
AC004241.1,13,0,0,3,0,0,0,12,10,25,6,2
AC004241.2,0,0,0,0,0,0,0,4,3,0,0,0
AC004241.3,0,0,0,0,0,4,0,1,0,0,1,0
AC004241.4,0,0,0,2,0,0,0,0,0,0,3,0
AC004241.5,0,0,0,0,0,0,0,6,12,0,2,3
AC004253.1,0,0,2,0,0,48,0,0,5,0,1,9
AC004253.2,0,0,0,4,0,0,0,0,0,0,0,0
AC004257.1,0,0,0,0,0,0,0,0,0,0,1,0
AC004263.1,0,0,0,0,4,0,0,1,3,0,0,4
AC004263.2,1,1,1,9,10,37,0,5,10,0,19,45
AC004264.1,0,0,0,6,0,0,0,0,2,0,27,17
AC004264.2,0,0,0,6,0,0,0,0,6,0,0,4
AC004381.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004381.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004381.3,0,0,0,0,0,0,0,0,0,0,1,0
AC004381.4,0,0,0,11,0,0,0,0,0,0,0,0
AC004383.1,0,0,0,0,0,0,0,0,0,0,4,0
AC004386.1,0,0,1,1,6,2,0,0,0,0,0,0
AC004386.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004408.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004408.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004415.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.2,0,0,0,5,14,0,1,0,0,0,0,0
AC004448.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.5,0,0,0,3,17,1,0,0,0,0,0,0
AC004449.1,0,0,0,6,0,0,0,0,1,44,0,2
AC004453.1,6,2,1,24,40,73,1,5,18,9,58,2
AC004453.2,0,0,0,3,0,0,0,0,0,0,0,0
AC004461.1,0,0,0,0,0,0,0,0,0,0,3,0
AC004461.2,0,0,0,0,0,0,0,0,0,0,4,0
AC004461.3,0,0,0,0,0,0,0,0,2,0,6,1
AC004464.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004466.1,0,0,0,0,2,0,0,0,1,0,0,1
AC004466.2,0,0,0,0,3,13,0,0,0,0,4,3
AC004466.3,0,0,0,2,0,0,0,2,1,0,0,1
AC004467.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004470.2,0,0,0,2,0,0,0,0,0,0,0,0
AC004471.1,0,0,0,0,0,0,0,0,1,0,0,3
AC004471.2,0,0,0,1,0,0,0,0,1,0,4,2
AC004477.2,0,0,0,14,13,0,0,0,4,0,16,1
AC004485.1,0,0,0,1,0,0,0,0,0,0,0,0
AC004486.1,0,0,0,5,0,0,0,0,0,0,0,0
AC004490.1,0,0,0,6,0,0,0,0,1,0,0,0
AC004491.1,0,0,0,10,1,70,0,0,2,0,4,1
AC004492.1,3,0,0,2,28,0,0,2,7,0,16,3
AC004494.1,3,0,0,0,16,27,0,0,2,0,1,1
AC004522.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004522.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004522.3,0,0,0,0,0,0,0,0,1,0,0,0
AC004522.4,0,0,0,0,0,0,0,0,0,0,0,0
AC004522.5,0,0,0,0,0,0,0,5,1,0,0,0
AC004528.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004540.1,0,0,0,1,0,0,0,0,0,0,13,2
AC004540.2,0,0,0,0,0,0,0,0,0,0,1,0
AC004543.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004549.1,0,0,0,1,0,0,0,0,0,0,1,0
AC004551.1,0,0,0,5,0,0,0,0,0,0,0,0
AC004552.1,0,0,0,0,0,0,0,0,0,0,0,1
AC004554.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004554.2,0,0,0,0,0,0,1,1,3,0,1,1
AC004556.3,10,1,0,0,0,3,0,24,1,0,20,2
AC004584.1,0,0,12,9,0,0,1,1,0,0,3,0
AC004584.2,0,0,0,0,0,0,0,1,0,0,0,0
AC004584.3,0,0,0,2,0,0,0,0,1,0,3,1
AC004585.1,4,2,0,27,0,40,1,18,1,0,0,4
AC004585.2,0,0,0,4,0,0,0,0,2,0,0,0
AC004593.1,0,0,0,2,0,0,0,0,0,0,0,0
AC004593.2,0,0,0,1,0,0,0,0,0,0,0,0
AC004594.1,0,0,0,18,0,8,0,0,2,0,3,1
AC004596.1,0,0,0,0,0,0,1,1,0,1,0,0
AC004597.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004623.1,0,0,0,0,0,0,0,0,4,0,0,3
AC004637.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004664.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004672.1,0,0,0,8,7,1,0,1,1,0,8,0
AC004672.2,0,0,0,0,0,2,0,0,0,0,8,0
AC004678.1,0,0,0,0,0,0,0,0,0,0,0,2
AC004678.2,0,0,0,0,0,0,0,0,0,0,1,0
AC004687.1,0,0,0,16,0,1,0,0,0,0,0,0
AC004687.2,4,0,0,0,0,0,1,0,0,0,1,0
AC004687.3,0,0,0,0,14,37,0,0,0,0,0,0
AC004690.1,0,0,0,0,2,0,0,0,0,0,0,0
AC004690.2,0,0,0,1,0,0,0,0,0,0,0,0
AC004691.1,0,0,0,1,0,0,0,0,0,0,2,2
AC004691.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004692.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004692.2,0,0,0,2,0,0,0,0,0,0,0,0
AC004696.1,0,0,0,0,0,0,0,1,2,0,0,0
AC004696.2,0,0,0,0,17,0,0,0,0,0,1,0
AC004702.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004704.1,0,0,0,7,0,0,0,0,0,0,0,0
AC004706.1,0,0,0,7,0,0,0,1,1,0,0,0
AC004706.3,0,0,0,5,19,6,0,2,34,0,29,87
AC004707.1,0,0,0,0,0,4,0,0,4,0,0,2
AC004765.1,0,0,0,28,26,52,1,3,4,0,44,5
AC004771.1,0,0,0,0,2,1,0,1,0,0,0,0
AC004771.2,0,0,1,0,0,0,0,2,13,0,9,20
AC004771.4,8,0,0,0,0,0,0,0,0,0,0,5
AC004775.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004777.1,0,0,0,3,0,0,0,0,1,0,0,0
AC004784.1,0,0,0,3,3,0,0,0,0,0,1,0
AC004788.1,0,0,0,0,1,0,0,0,0,0,0,0
AC004790.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004790.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.1,0,0,0,0,0,0,0,0,0,0,2,0
AC004801.2,0,0,0,0,0,0,0,0,1,0,14,7
AC004801.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.4,0,0,0,1,0,0,0,0,0,0,0,0
AC004801.5,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.6,8,0,0,0,0,0,0,0,0,0,6,3
AC004801.7,0,0,0,1,0,0,0,0,0,0,0,0
AC004803.1,41,1,1,13,28,29,6,30,69,25,103,52
AC004805.1,0,0,0,0,0,0,0,0,1,0,0,0
AC004805.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004805.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004808.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004808.2,0,0,0,3,0,0,0,0,0,0,1,0
AC004812.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004812.2,5,1,1,10,0,49,0,6,38,0,24,27
AC004816.1,0,0,0,4,0,0,0,0,0,0,1,2
AC004816.2,11,5,1,9,19,8,1,17,2,0,1,0
AC004817.1,0,0,0,0,0,0,0,0,0,0,1,0
AC004817.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004817.3,0,0,0,22,7,120,0,0,0,0,3,0
AC004817.4,0,0,0,0,41,0,0,0,0,0,3,0
AC004817.5,0,0,0,9,13,25,0,0,0,0,11,1
AC004825.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004825.2,4,0,0,0,0,5,1,1,2,0,9,4
AC004825.3,0,0,0,28,35,64,0,0,1,0,12,0
AC004828.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004828.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004830.1,0,0,0,0,23,0,0,0,0,0,0,0
AC004830.2,0,0,0,2,0,0,0,0,0,0,0,0
AC004832.1,0,0,0,4,0,0,0,0,0,0,0,0
AC004832.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.4,0,0,0,6,0,0,0,0,0,0,3,4
AC004832.5,14,0,0,6,31,18,0,0,2,0,2,0
AC004832.6,0,0,0,0,0,0,0,0,0,0,0,2
AC004834.1,0,0,0,0,0,0,0,1,5,0,3,3
AC004835.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004835.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004837.2,0,0,0,1,2,17,0,0,0,0,15,2
AC004837.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004837.4,0,0,0,6,0,0,0,0,6,0,6,6
AC004839.1,0,0,0,1,11,0,0,2,0,0,8,0
AC004839.2,0,0,0,0,0,0,0,0,0,0,3,2
AC004840.1,0,0,0,3,0,0,0,0,0,0,0,0
AC004840.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004846.1,4,0,0,25,8,0,0,8,25,0,35,35
AC004846.2,0,0,0,7,0,0,0,0,0,0,3,2
AC004847.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004852.2,0,0,0,0,12,0,0,0,0,0,0,0
AC004854.1,0,0,0,0,0,17,0,0,2,0,4,0
AC004854.2,6,0,10,7,0,13,2,4,7,31,11,3
AC004858.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004862.1,0,0,0,9,0,0,0,0,0,0,0,0
AC004863.1,0,0,0,0,0,0,0,0,2,0,0,0
AC004865.1,0,0,0,1,14,0,0,0,0,0,3,1
AC004865.2,2,0,0,0,0,0,0,5,1,0,2,1
AC004866.2,0,0,0,1,10,0,0,0,0,0,0,0
AC004869.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004870.1,0,0,1,2,0,0,0,0,1,0,5,1
AC004870.2,0,0,0,1,0,0,0,0,0,0,0,0
AC004870.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004870.4,0,0,0,0,0,0,0,0,0,0,0,0
AC004875.1,0,0,0,13,0,0,0,0,0,0,0,0
AC004877.1,0,0,0,1,0,0,0,0,7,0,2,1
AC004877.2,0,0,0,2,43,17,0,6,5,0,7,8
AC004879.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004882.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004882.3,0,0,0,0,0,0,0,0,2,0,1,0
AC004884.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004884.2,0,0,0,1,0,0,0,0,0,0,2,0
AC004888.1,0,0,0,5,7,0,0,0,1,0,0,0
AC004890.1,0,0,0,0,0,2,0,0,0,0,3,0
AC004890.2,0,1,2,18,4,61,1,13,124,0,48,102
AC004890.3,0,0,0,6,15,0,0,0,2,0,19,3
AC004893.2,0,2,1,21,46,34,0,1,1,0,12,6
AC004895.1,0,0,0,8,0,0,0,0,4,0,1,0
AC004898.1,0,0,0,4,18,19,0,1,0,0,5,0
AC004899.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004899.2,0,0,0,3,0,0,0,0,0,0,0,0
AC004900.1,0,0,0,12,21,31,0,0,0,0,7,0
AC004908.1,0,0,0,10,14,10,0,0,9,0,6,18
AC004908.2,0,0,0,17,3,0,0,4,11,0,17,17
AC004908.3,0,1,0,3,7,0,0,0,7,34,5,2
AC004910.1,0,0,0,4,0,0,0,0,0,0,0,0
AC004911.1,0,0,0,11,0,3,0,0,17,0,0,0
AC004912.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004917.1,10,0,0,0,9,0,0,1,0,20,2,0
AC004918.1,0,0,0,6,0,0,0,0,1,0,6,7
AC004918.3,0,0,0,8,30,0,0,6,10,0,21,20
AC004920.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004921.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004921.2,5,0,0,14,12,0,0,0,0,0,1,0
AC004922.1,0,0,1,2,1,0,0,0,0,0,4,1
AC004923.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004923.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004923.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004923.4,0,0,1,0,0,52,0,0,2,0,3,12
AC004925.1,0,0,0,8,0,0,0,0,2,0,1,0
AC004930.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004936.1,0,0,0,4,0,0,0,0,0,0,0,0
AC004938.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004938.2,0,0,0,3,0,3,0,1,5,0,6,6
AC004941.1,0,0,0,8,5,0,0,0,0,0,0,0
AC004941.2,0,0,0,4,0,1,0,0,0,0,1,0
AC004943.1,0,0,0,34,48,17,0,0,0,0,16,0
AC004943.2,12,0,0,68,27,59,4,7,56,0,91,34
AC004943.3,0,0,0,2,0,0,0,0,0,0,2,0
AC004944.1,0,0,0,5,12,0,0,0,0,0,0,0
AC004945.1,0,0,0,35,14,21,0,0,1,0,55,1
AC004946.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004946.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004947.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004947.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004947.3,0,0,0,0,0,0,0,0,0,0,2,0
AC004948.1,0,0,0,5,0,0,0,0,2,0,0,0
AC004951.1,0,0,0,0,0,0,0,0,5,0,8,10
AC004951.2,0,0,0,0,0,0,0,3,1,0,2,4
AC004951.3,0,0,0,0,0,0,0,1,10,0,0,5
AC004951.4,0,0,0,11,19,0,0,0,2,0,10,0
AC004965.1,0,0,0,11,0,0,0,0,0,0,0,0
AC004967.1,0,0,0,0,0,11,0,1,2,0,2,12
AC004967.2,0,0,0,11,1,24,0,5,5,0,14,25
AC004969.1,0,0,0,0,0,0,0,0,0,0,1,0
AC004972.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004973.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004974.1,0,0,0,1,0,0,0,0,0,0,1,1
AC004975.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004975.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004980.1,2,1,1,25,92,11,0,26,22,0,64,105
AC004980.2,0,0,0,0,11,0,0,1,5,0,10,27
AC004980.3,0,0,0,0,1,0,0,0,0,0,1,0
AC004980.4,0,0,0,0,0,0,0,0,0,0,0,0
AC004982.1,6,0,0,12,1,6,0,2,4,0,2,2
AC004982.2,7,0,0,9,61,45,0,0,4,0,26,8
AC004986.1,0,0,0,0,0,3,0,0,0,0,0,0
AC004987.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004987.2,0,0,0,0,29,0,0,0,0,0,0,0
AC004987.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004988.1,0,0,0,26,7,73,0,0,0,0,64,1
AC004990.1,0,0,0,3,12,0,0,0,0,0,0,1
AC004997.1,0,0,0,0,0,0,0,0,3,0,0,1
AC005000.1,0,0,0,3,2,4,0,3,1,2,10,3
AC005000.2,0,0,0,0,0,0,0,0,0,0,1,0
AC005002.1,0,0,0,0,1,14,0,0,0,0,0,0
AC005002.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005005.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005005.2,0,0,0,10,0,0,0,0,0,0,0,0
AC005005.3,19,0,0,21,6,1,0,0,2,0,18,6
AC005005.4,0,0,0,29,11,0,0,0,0,0,0,0
AC005006.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005008.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005008.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005009.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005011.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005013.1,0,0,0,3,0,0,0,0,0,0,0,0
AC005014.1,0,0,0,8,0,20,0,0,0,0,1,0
AC005014.2,0,0,0,0,0,0,0,3,0,0,4,0
AC005014.3,0,0,0,15,0,0,0,0,0,0,0,0
AC005014.4,0,0,0,5,0,0,0,0,1,0,1,2
AC005019.1,0,0,0,3,5,5,0,0,0,0,6,0
AC005019.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005020.1,0,0,0,1,0,0,0,0,0,0,1,1
AC005020.2,0,0,0,0,0,0,0,0,5,0,0,5
AC005021.1,0,0,0,0,0,0,0,0,1,0,3,3
AC005034.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005034.2,0,0,0,0,0,0,0,0,0,0,3,1
AC005034.3,0,0,0,0,0,0,0,0,2,0,0,0
AC005034.4,0,0,0,0,1,0,0,1,1,0,0,0
AC005034.5,0,0,0,0,1,0,0,3,29,0,22,11
AC005034.6,0,0,0,7,0,0,0,0,2,0,0,0
AC005037.1,0,0,0,0,0,0,0,0,0,0,1,0
AC005040.1,0,0,0,13,0,0,0,0,0,0,0,0
AC005040.2,0,0,0,7,12,0,0,0,0,0,0,0
AC005041.1,2,0,0,0,3,19,0,1,5,0,2,1
AC005041.2,0,0,0,6,0,0,0,0,0,0,0,0
AC005041.3,0,0,0,1,4,0,0,4,6,0,6,6
AC005041.4,0,0,1,0,0,0,0,2,1,0,1,0
AC005041.5,0,0,0,0,0,0,0,0,0,0,0,1
AC005042.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005042.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005046.1,0,0,0,17,27,1,0,2,32,0,50,41
AC005050.1,0,0,0,0,3,0,0,0,0,0,9,0
AC005050.2,23,0,0,20,10,0,0,3,0,0,13,0
AC005050.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005052.1,0,0,0,0,1,0,0,0,0,0,0,0
AC005052.2,0,0,0,4,0,0,0,4,12,0,4,13
AC005062.1,2,0,1,3,0,0,0,1,0,0,1,0
AC005064.1,0,0,0,1,0,0,0,0,0,0,1,0
AC005066.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005070.1,0,0,0,7,0,0,0,0,0,0,2,2
AC005070.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005070.3,10,0,0,79,90,57,1,1,7,0,76,15
AC005071.1,0,0,0,1,0,0,0,0,0,0,0,0
AC005071.2,0,0,0,0,0,0,0,0,0,0,1,0
AC005072.1,0,0,0,3,12,0,0,0,0,0,2,0
AC005076.1,12,1,0,4,0,0,1,14,14,0,6,5
AC005076.2,0,0,0,0,0,0,0,0,0,0,5,2
AC005077.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005077.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005077.3,0,0,0,0,0,5,0,0,0,0,0,0
AC005077.4,0,0,0,0,0,0,0,0,1,0,0,0
AC005081.1,0,0,0,0,3,0,0,0,0,0,2,4
AC005082.1,0,0,2,3,0,0,0,3,0,0,10,1
AC005082.2,0,0,0,6,0,0,0,0,0,0,0,0
AC005083.1,0,0,0,0,0,0,0,1,0,0,0,1
AC005084.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005086.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005086.2,0,0,0,1,0,0,0,0,0,0,0,0
AC005086.3,0,0,0,0,0,0,0,0,0,0,2,0
AC005086.4,0,0,0,0,0,0,0,0,0,0,0,0
AC005086.5,0,0,0,0,0,13,0,0,0,0,0,0
AC005088.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005089.1,0,0,0,2,0,0,0,0,7,0,0,0
AC005090.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005091.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005094.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005096.1,0,0,0,3,0,2,0,1,0,0,6,0
AC005099.1,0,0,0,0,0,0,0,0,1,0,0,0
AC005100.1,0,0,0,0,0,0,0,0,1,0,0,0
AC005100.2,0,0,0,6,5,0,0,0,0,0,0,0
AC005102.1,0,0,0,0,2,0,0,0,0,0,0,0
AC005104.1,0,0,0,0,0,0,0,1,2,0,7,11
AC005104.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005105.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005144.1,0,0,0,4,0,0,0,0,0,0,0,0
AC005153.1,0,0,0,1,0,14,0,0,0,0,1,0
AC005154.1,0,0,0,0,9,0,0,4,0,0,6,0
AC005154.2,0,0,0,0,0,2,0,2,5,0,14,13
AC005154.4,0,0,0,0,0,0,0,0,1,0,0,0
AC005154.5,0,0,0,0,0,0,0,0,0,0,0,0
AC005156.1,0,0,0,1,0,0,0,0,0,0,0,0
AC005160.1,0,0,0,1,0,0,0,0,0,0,5,0
AC005162.1,0,0,0,0,0,0,0,0,0,0,0,1
AC005162.2,0,0,0,7,0,0,0,3,0,0,0,0
AC005165.1,0,0,0,17,8,0,0,1,7,0,1,0
AC005165.2,0,0,0,0,2,0,0,0,0,0,0,2
AC005165.3,0,0,0,6,0,0,0,0,1,0,0,0
AC005176.1,0,0,0,11,0,0,0,0,0,0,0,0
AC005178.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005180.1,0,0,0,0,0,0,0,0,0,0,3,0
AC005180.2,0,0,0,0,0,0,0,0,0,0,6,0
AC005181.1,0,0,0,3,0,0,0,0,0,0,0,0
AC005183.1,0,0,0,6,0,6,0,2,0,0,27,2
AC005189.1,0,0,0,0,2,0,0,0,0,0,0,0
AC005191.1,0,0,0,3,0,0,0,0,0,0,0,0
AC005192.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005197.1,0,0,0,0,0,0,0,0,0,0,0,1
AC005208.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005209.1,0,0,0,4,0,0,0,0,0,0,0,0
AC005220.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005224.1,1,0,0,0,0,0,0,0,0,0,0,1
AC005224.2,0,0,0,7,51,63,0,1,1,0,3,2
AC005224.3,0,1,0,31,13,44,0,21,11,0,6,16
AC005225.1,0,0,0,0,0,1,0,0,0,0,2,2
AC005225.2,0,0,0,0,0,0,0,0,0,11,1,0
AC005225.3,0,0,0,0,0,0,0,0,0,0,0,2
AC005225.4,0,0,0,4,0,0,0,0,7,0,6,8
AC005229.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005229.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005229.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005229.4,0,1,0,2,14,21,0,1,13,0,23,20
AC005229.5,0,0,0,0,0,0,0,0,0,0,0,0
AC005230.1,0,0,0,11,8,29,0,0,0,0,5,0
AC005232.1,0,0,0,0,2,0,0,0,0,0,0,0
AC005234.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005234.2,0,0,0,0,0,17,0,0,0,0,0,0
AC005237.1,0,0,0,8,0,0,0,0,1,0,2,0
AC005237.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005244.1,0,0,0,4,15,0,0,0,1,0,4,0
AC005244.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005252.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005252.2,0,0,0,10,0,0,0,0,0,0,0,0
AC005252.3,0,0,0,4,16,0,0,0,0,0,0,0
AC005252.4,0,0,0,1,5,0,0,0,0,0,0,0
AC005253.1,5,0,0,15,0,0,0,2,16,0,8,21
AC005256.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005258.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005258.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005261.1,7,1,3,477,651,748,1,99,300,77,1025,331
AC005261.2,0,1,0,2,0,1,0,5,1,0,2,4
AC005261.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005261.4,0,0,0,0,0,0,0,0,0,0,0,0
AC005261.5,0,0,0,79,96,38,0,13,11,0,121,14
AC005262.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005264.1,0,0,0,8,0,0,0,0,0,0,0,2
AC005274.1,0,0,0,0,0,0,0,0,2,0,2,5
AC005277.2,0,0,0,0,9,0,0,0,0,0,0,1
AC005280.1,0,0,0,10,0,0,0,0,0,0,0,8
AC005280.2,0,0,0,0,0,0,0,0,1,0,1,7
AC005280.3,0,0,0,0,0,0,0,0,0,0,2,2
AC005281.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005288.1,0,0,0,0,0,1,0,0,1,0,0,0
AC005291.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005291.2,0,0,0,9,0,0,1,0,0,0,0,0
AC005293.1,0,0,0,10,41,65,0,0,0,0,15,1
AC005294.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005296.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005297.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005297.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005297.3,0,0,0,2,0,0,0,0,0,0,0,0
AC005300.1,0,0,0,1,0,0,0,0,0,0,0,0
AC005301.2,0,0,0,1,0,0,0,0,0,0,0,0
AC005303.1,0,0,0,6,0,0,0,0,0,0,0,0
AC005304.1,0,0,0,3,0,0,0,0,0,0,0,0
AC005304.2,0,0,0,1,0,0,0,0,0,0,0,0
AC005304.3,0,0,0,2,0,0,0,1,1,0,1,0
AC005306.1,0,0,0,0,0,0,0,0,0,0,0,1
AC005307.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005323.1,0,0,0,4,0,0,0,0,0,35,0,0
AC005323.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005324.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005324.3,0,0,0,15,1,0,0,0,1,0,2,0
AC005324.4,0,0,0,0,0,0,0,0,0,0,0,0
AC005324.5,0,0,0,0,0,0,0,0,0,0,0,2
AC005326.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005329.1,0,0,0,0,0,0,0,0,4,0,0,0
AC005329.3,0,3,0,0,1,0,0,0,12,0,0,7
AC005330.1,0,0,0,1,0,0,0,0,9,0,0,6
AC005332.1,0,1,3,3,0,0,1,4,5,0,6,1
AC005332.2,0,0,0,8,0,0,1,0,5,0,0,9
AC005332.3,0,0,0,7,0,0,1,8,9,0,36,11
AC005332.4,5,0,0,7,41,13,0,1,10,0,35,13
AC005332.5,0,0,0,14,21,27,0,3,22,0,33,56
AC005332.6,54,0,0,126,74,236,2,133,210,18,363,295
AC005332.7,0,0,0,0,0,0,0,0,2,0,3,0
AC005336.1,0,0,0,5,0,0,0,0,1,0,0,0
AC005336.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005336.3,0,0,0,3,0,0,0,0,0,0,0,0
